Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
10096-102C6,FF:10096-102C6,"testis, adult, pool2",8101369A-16,tissues,Human (Homo sapiens),male,,14-64 years old adult,testis,NA,CELL MIXTURE - tissue sample,NA,FANTOM5 OSC CORE (contact: Al Forrest),Clontech,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,10096-102C6,Total RNA
10100-102D1,FF:10100-102D1,"uterus, adult, pool1",8101369A-20,tissues,Human (Homo sapiens),female,,23-63 years old adult,uterus,NA,CELL MIXTURE - tissue sample,NA,FANTOM5 OSC CORE (contact: Al Forrest),Clontech,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,10100-102D1,Total RNA
10150-102I6,FF:10150-102I6,"medial frontal gyrus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,medial frontal gyrus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10150-102I6,Total RNA
10151-102I7,FF:10151-102I7,"amygdala, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,amygdala,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10151-102I7,Total RNA
10152-102I8,FF:10152-102I8,"putamen, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,putamen,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10152-102I8,Total RNA
10153-102I9,FF:10153-102I9,"hippocampus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,hippocampus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10153-102I9,Total RNA
10154-103A1,FF:10154-103A1,"thalamus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,thalamus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10154-103A1,Total RNA
10155-103A2,FF:10155-103A2,"medulla oblongata, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,medulla oblongata,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10155-103A2,Total RNA
10156-103A3,FF:10156-103A3,"medial temporal gyrus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,medial temporal gyrus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10156-103A3,Total RNA
10157-103A4,FF:10157-103A4,"parietal lobe, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,parietal lobe,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10157-103A4,Total RNA
10158-103A5,FF:10158-103A5,"substantia nigra, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,substantia nigra,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10158-103A5,Total RNA
10159-103A6,FF:10159-103A6,"spinal cord, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,spinal cord,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10159-103A6,Total RNA
10160-103A7,FF:10160-103A7,"pineal gland, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,pineal gland,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10160-103A7,Total RNA
10161-103A8,FF:10161-103A8,"globus pallidus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,globus pallidus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10161-103A8,Total RNA
10162-103A9,FF:10162-103A9,"pituitary gland, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,pituitary gland,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10162-103A9,Total RNA
10163-103B1,FF:10163-103B1,"occipital cortex, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,occipital cortex,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10163-103B1,Total RNA
10164-103B2,FF:10164-103B2,"caudate nucleus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,caudate nucleus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10164-103B2,Total RNA
10165-103B3,FF:10165-103B3,"locus coeruleus, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,locus coeruleus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10165-103B3,Total RNA
10166-103B4,FF:10166-103B4,"cerebellum, adult, donor10252",,tissues,Human (Homo sapiens),female,76,,cerebellum,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10166-103B4,Total RNA
10167-103B5,FF:10167-103B5,"amygdala - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,amygdala,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10167-103B5,Total RNA
10168-103B6,FF:10168-103B6,"thalamus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,thalamus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10168-103B6,Total RNA
10169-103B7,FF:10169-103B7,"hippocampus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,hippocampus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10169-103B7,Total RNA
10170-103B8,FF:10170-103B8,"medial frontal gyrus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,medial frontal gyrus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10170-103B8,Total RNA
10171-103B9,FF:10171-103B9,"parietal lobe - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,parietal lobe,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10171-103B9,Total RNA
10172-103C1,FF:10172-103C1,"occipital cortex - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,occipital cortex,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10172-103C1,Total RNA
10173-103C2,FF:10173-103C2,"cerebellum - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,cerebellum,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10173-103C2,Total RNA
10174-103C3,FF:10174-103C3,"medulla oblongata - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,medulla oblongata,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10174-103C3,Total RNA
10175-103C4,FF:10175-103C4,"globus pallidus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,globus pallidus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10175-103C4,Total RNA
10176-103C5,FF:10176-103C5,"putamen, adult, donor10196",,tissues,Human (Homo sapiens),female,60,,putamen,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10176-103C5,Total RNA
10177-103C6,FF:10177-103C6,"caudate nucleus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,caudate nucleus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10177-103C6,Total RNA
10178-103C7,FF:10178-103C7,"substantia nigra - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,substantia nigra,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10178-103C7,Total RNA
10179-103C8,FF:10179-103C8,"pineal gland - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,pineal gland,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10179-103C8,Total RNA
10180-103C9,FF:10180-103C9,"pituitary gland - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,pituitary gland,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10180-103C9,Total RNA
10181-103D1,FF:10181-103D1,"spinal cord - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,spinal cord,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10181-103D1,Total RNA
10182-103D2,FF:10182-103D2,"locus coeruleus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,locus coeruleus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10182-103D2,Total RNA
10183-103D3,FF:10183-103D3,"medial temporal gyrus - adult, donor10196",,tissues,Human (Homo sapiens),female,60,,medial temporal gyrus,NA,CELL MIXTURE - tissue sample,NA,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10183-103D3,Total RNA
10184-103D4,FF:10184-103D4,"adipose, donor1",2010-78-IT,tissues,Human (Homo sapiens),female,43,,adipose tissue,NA,CELL MIXTURE - tissue sample,NA,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10184-103D4,Total RNA
10185-103D5,FF:10185-103D5,"adipose, donor2",2010-79-IT,tissues,Human (Homo sapiens),female,42,,adipose tissue,NA,CELL MIXTURE - tissue sample,NA,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10185-103D5,Total RNA
10186-103D6,FF:10186-103D6,"adipose, donor3",2010-84-IT,tissues,Human (Homo sapiens),female,64,,adipose tissue,NA,CELL MIXTURE - tissue sample,NA,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10186-103D6,Total RNA
10187-103D7,FF:10187-103D7,"adipose, donor4",2010-89-IT,tissues,Human (Homo sapiens),female,28,,adipose tissue,NA,CELL MIXTURE - tissue sample,NA,Peter Arner (Karolinska Institutet),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10187-103D7,Total RNA
10188-103D8,FF:10188-103D8,"cerebral meninges, adult",,tissues,Human (Homo sapiens),M,66,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10188-103D8,Total RNA
10189-103D9,FF:10189-103D9,"appendix, adult",,tissues,Human (Homo sapiens),M,29,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10189-103D9,Total RNA
10190-103E1,FF:10190-103E1,"artery, adult",,tissues,Human (Homo sapiens),M,27,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10190-103E1,Total RNA
10191-103E2,FF:10191-103E2,"vein, adult",,tissues,Human (Homo sapiens),M,24,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10191-103E2,Total RNA
10192-103E3,FF:10192-103E3,"bone marrow, adult",,tissues,Human (Homo sapiens),M,27,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10192-103E3,Total RNA
10193-103E4,FF:10193-103E4,"diencephalon, adult",,tissues,Human (Homo sapiens),male,26,,diencephalon,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10193-103E4,Total RNA
10195-103E6,FF:10195-103E6,"olfactory region, adult",,tissues,Human (Homo sapiens),female,87,,olfactory apparatus,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10195-103E6,Total RNA
10196-103E7,FF:10196-103E7,"ductus deferens, adult",,tissues,Human (Homo sapiens),M,24,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10196-103E7,Total RNA
10197-103E8,FF:10197-103E8,"epididymis, adult",,tissues,Human (Homo sapiens),M,24,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10197-103E8,Total RNA
10198-103E9,FF:10198-103E9,"gall bladder, adult",,tissues,Human (Homo sapiens),M,57,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10198-103E9,Total RNA
10199-103F1,FF:10199-103F1,"parotid gland, adult",,tissues,Human (Homo sapiens),M,23,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10199-103F1,Total RNA
10200-103F2,FF:10200-103F2,"penis, adult",,tissues,Human (Homo sapiens),M,29,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10200-103F2,Total RNA
10201-103F3,FF:10201-103F3,"seminal vesicle, adult",,tissues,Human (Homo sapiens),M,24,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10201-103F3,Total RNA
10202-103F4,FF:10202-103F4,"submaxillary gland, adult",,tissues,Human (Homo sapiens),M,24,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10202-103F4,Total RNA
10203-103F5,FF:10203-103F5,"tongue, adult",,tissues,Human (Homo sapiens),M,28,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10203-103F5,Total RNA
10204-103F6,FF:10204-103F6,"vagina, adult",,tissues,Human (Homo sapiens),F,68,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10204-103F6,Total RNA
10205-103F7,FF:10205-103F7,"heart - mitral valve, adult",,tissues,Human (Homo sapiens),M,41,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10205-103F7,Total RNA
10206-103F8,FF:10206-103F8,"heart - pulmonic valve, adult",,tissues,Human (Homo sapiens),M,26,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10206-103F8,Total RNA
10207-103F9,FF:10207-103F9,"heart - tricuspid valve, adult",,tissues,Human (Homo sapiens),M,77,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10207-103F9,Total RNA
10209-103G2,FF:10209-103G2,"throat, adult",,tissues,Human (Homo sapiens),28,M,,,NA,CELL MIXTURE - tissue sample,NA,,Biochain,,10209-103G2,Total RNA
10268-104D7,FF:10268-104D7,"eye - vitreous humor, donor1",1-Ey2,tissues,Human (Homo sapiens),male,,,eye - vitreous humor,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10268-104D7,Total RNA
10272-104E2,FF:10272-104E2,"eye - muscle inferior rectus, donor1",1-Ey6,tissues,Human (Homo sapiens),male,,,eye - muscle inferior rectus,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10272-104E2,Total RNA
10277-104E7,FF:10277-104E7,"optic nerve, donor1",1-On,tissues,Human (Homo sapiens),male,,,optic nerve,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10277-104E7,Total RNA
10282-104F3,FF:10282-104F3,"skeletal muscle - soleus muscle, donor1",1-Sm2,tissues,Human (Homo sapiens),male,,,skeletal muscle - soleus muscle,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10282-104F3,Total RNA
10286-104F7,FF:10286-104F7,"Skin - palm, donor1",1-Sk4,tissues,Human (Homo sapiens),male,,,Skin - palm,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10286-104F7,Total RNA
10288-104F9,FF:10288-104F9,"tongue epidermis (fungiform papillae), donor1",1-Te1,tissues,Human (Homo sapiens),male,,,tongue epidermis (fungiform papillae),,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10288-104F9,Total RNA
10292-104G4,FF:10292-104G4,"achilles tendon, donor2",2-At,tissues,Human (Homo sapiens),male,,,achilles tendon,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10292-104G4,Total RNA
10294-104G6,FF:10294-104G6,"cerebrospinal fluid, donor2",2-Cf,tissues,Human (Homo sapiens),male,,,cerebrospinal fluid,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10294-104G6,Total RNA
10295-104G7,FF:10295-104G7,"cruciate ligament, donor2",2-Cl,tissues,Human (Homo sapiens),male,,,cruciate ligament,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10295-104G7,Total RNA
10297-104G9,FF:10297-104G9,"eye - muscle superior, donor2",2-Ey3,tissues,Human (Homo sapiens),male,,,eye - muscle superior,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10297-104G9,Total RNA
10298-104H1,FF:10298-104H1,"eye - muscle lateral, donor2",2-Ey4,tissues,Human (Homo sapiens),male,,,eye - muscle lateral,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10298-104H1,Total RNA
10299-104H2,FF:10299-104H2,"eye - muscle medial, donor2",2-Ey5,tissues,Human (Homo sapiens),male,,,eye - muscle medial,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10299-104H2,Total RNA
10301-104H4,FF:10301-104H4,"Fingernail (including nail plate, eponychium and hyponychium), donor2",2-Fn,tissues,Human (Homo sapiens),male,,,"Fingernail (including nail plate, eponychium and hyponychium)",,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10301-104H4,Total RNA
10319-105A4,FF:10319-105A4,"Urethra, donor2",2-Ut,tissues,Human (Homo sapiens),male,,,Urethra,,CELL MIXTURE - tissue sample,,Alessandro Bonetti,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10319-105A4,Total RNA
10352-105E1,FF:10352-105E1,"medial frontal gyrus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,medial frontal gyrus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10352-105E1,Total RNA
10353-105E2,FF:10353-105E2,"medial temporal gyrus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,medial temporal gyrus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10353-105E2,Total RNA
10354-105E3,FF:10354-105E3,"caudate nucleus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,caudate nucleus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10354-105E3,Total RNA
10355-105E4,FF:10355-105E4,"occipital cortex, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,occipital cortex,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10355-105E4,Total RNA
10356-105E5,FF:10356-105E5,"parietal lobe, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,parietal cortex,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10356-105E5,Total RNA
10357-105E6,FF:10357-105E6,"cerebellum, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,cerebellum,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10357-105E6,Total RNA
10358-105E7,FF:10358-105E7,"substantia nigra, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,substantia nigra,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10358-105E7,Total RNA
10359-105E8,FF:10359-105E8,"spinal cord, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,spinal cord,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10359-105E8,Total RNA
10360-105E9,FF:10360-105E9,"amygdala, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,amygdala,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10360-105E9,Total RNA
10361-105F1,FF:10361-105F1,"medulla oblongata, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,medulla oblongata,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10361-105F1,Total RNA
10362-105F2,FF:10362-105F2,"locus coeruleus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,locus coeruleus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10362-105F2,Total RNA
10363-105F3,FF:10363-105F3,"hippocampus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,hippocampus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10363-105F3,Total RNA
10364-105F4,FF:10364-105F4,"globus pallidus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,globus pallidus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10364-105F4,Total RNA
10365-105F5,FF:10365-105F5,"putamen, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,putamen,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10365-105F5,Total RNA
10366-105F6,FF:10366-105F6,"thalamus, newborn, donor10223",,tissues,Human (Homo sapiens),male,0,,thalamus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10366-105F6,Total RNA
10367-105F7,FF:10367-105F7,"globus pallidus, adult, donor10258",,tissues,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,globus pallidus,,UNDEFINED_CELL_TYPE,,"Peter Heutink, VU University of Amsterdam",,,10367-105F7,Total RNA
10368-105F8,FF:10368-105F8,"medial frontal gyrus, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,medial frontal gyrus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10368-105F8,Total RNA
10369-105F9,FF:10369-105F9,"spinal cord, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,spinal cord,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10369-105F9,Total RNA
10370-105G1,FF:10370-105G1,"thalamus, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,thalamus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10370-105G1,Total RNA
10371-105G2,FF:10371-105G2,"substantia nigra, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,substantia nigra,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10371-105G2,Total RNA
10372-105G3,FF:10372-105G3,"putamen, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,putamen,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10372-105G3,Total RNA
10373-105G4,FF:10373-105G4,"parietal cortex, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,parietal cortex,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10373-105G4,Total RNA
10374-105G5,FF:10374-105G5,"hippocampus, adult, donor10258",,tissues,Human (Homo sapiens),female,89,,hippocampus,,CELL MIXTURE - tissue sample,,Peter Heutink,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,10374-105G5,Total RNA
10375-105G6,FF:10375-105G6,"locus coeruleus, adult, donor10258",,tissues,Human (Homo sapiens),female,,UNDEFINED_DEV_STAGE,locus coeruleus,,UNDEFINED_CELL_TYPE,,"Peter Heutink, VU University of Amsterdam",,,10375-105G6,Total RNA
