Source Name,Charateristics [ff_ontology],Charateristics [description],Characteristics [catalog_id],Characteristics [Category],Chracteristics [Species],Characteristics [Sex],Characteristics [Age],Characteristics [Developmental stage],Characteristics[Tissue],Characteristics [Cell lot],Characteristics [Cell type],Characteristics [Catalogue ID],Characteristics [Collaboration],Characteristics [Provider],Protocol REF,Extract Name,Material Type
11710-123B9,FF:11710-123B9,"Astrocytes, donor1",lot:4172,primary cells,Mouse (Mus musculus),,,,brain,N/A,astrocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11710-123B9,Total RNA
11711-123C1,FF:11711-123C1,"Mouse Cardiac Myocytes, donor1",,primary cells,Mouse (Mus musculus),,,,heart,N/A,cardiac muscle cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11711-123C1,Total RNA
11712-123C2,FF:11712-123C2,"Mouse Embryonic fibroblasts, donor1",lot:3558,primary cells,Mouse (Mus musculus),,,,unclassifiable,N/A,fibroblast,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11712-123C2,Total RNA
11713-123C3,FF:11713-123C3,"Mouse Granule cells, donor1",RNAMG2,primary cells,Mouse (Mus musculus),,,,brain,N/A,"neuron, granule cell",N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11713-123C3,Total RNA
11714-123C4,FF:11714-123C4,"Mouse hepatocyte, donor1",RNA2060,primary cells,Mouse (Mus musculus),,,,liver,N/A,hepatocyte,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11714-123C4,Total RNA
11716-123C6,FF:11716-123C6,"Mouse Meningeal cells, donor1",RNAM5762,primary cells,Mouse (Mus musculus),,,,meninges,N/A,meningeal cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11716-123C6,Total RNA
11717-123C7,FF:11717-123C7,"Mouse Mesenchymal stem cells - bone marrow derived, donor1",RNAMCS1,primary cells,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11717-123C7,Total RNA
11718-123C8,FF:11718-123C8,"Mouse Microglia, donor1",RNAMG1,primary cells,Mouse (Mus musculus),,,,brain,,microglial cell,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11718-123C8,Total RNA
11720-123D1,FF:11720-123D1,"Mouse Neurons - dorsal spinal cord, donor1",RNADOR1,primary cells,Mouse (Mus musculus),,,,spinal cord,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11720-123D1,Total RNA
11721-123D2,FF:11721-123D2,"Mouse Neurons - hippocampal, donor1",RNAMNh1,primary cells,Mouse (Mus musculus),,,,hippocampus,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11721-123D2,Total RNA
11722-123D3,FF:11722-123D3,"Mouse Neurons - raphe, donor1",RNARAP2,primary cells,Mouse (Mus musculus),,,,raphe nuclei,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11722-123D3,Total RNA
11723-123D4,FF:11723-123D4,"Mouse Neurons - striatal, donor1",RNAMNS2,primary cells,Mouse (Mus musculus),,,,corpus striatum,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11723-123D4,Total RNA
11724-123D5,FF:11724-123D5,"Mouse Neurons - cortical, donor1",RNAMNC2,primary cells,Mouse (Mus musculus),,,,cortex,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11724-123D5,Total RNA
11725-123D6,FF:11725-123D6,"Mouse Neurons - ventral spinal cord, donor1",RNASPI1,primary cells,Mouse (Mus musculus),,,,spinal cord,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11725-123D6,Total RNA
11727-123D8,FF:11727-123D8,"Mouse Renal epithelial cells, donor1",,primary cells,Mouse (Mus musculus),undefined_sex_type,,UNDEFINED_DEV_STAGE,kidney,,epithelial cell of kidney,,UNDEFINED_COLLABORATION,,,11727-123D8,Total RNA
11728-123D9,FF:11728-123D9,"Schwann, donor1",3481,primary cells,Mouse (Mus musculus),,,,peripheral nervous system,N/A,schwann cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11728-123D9,Total RNA
11729-123E1,FF:11729-123E1,"Mouse Cardiac Myocytes, donor2",,primary cells,Mouse (Mus musculus),,,,heart,N/A,cardiac muscle cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11729-123E1,Total RNA
11731-123E3,FF:11731-123E3,"Mouse Granule cells, donor2",RNAMG3,primary cells,Mouse (Mus musculus),,,,brain,N/A,"neuron, granule cell",N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11731-123E3,Total RNA
11734-123E6,FF:11734-123E6,"Mouse Meningeal cells, donor2",RNAMEN3,primary cells,Mouse (Mus musculus),,,,meninges,N/A,meningeal cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11734-123E6,Total RNA
11735-123E7,FF:11735-123E7,"Mouse Mesenchymal stem cells - bone marrow derived, donor2",RNAMCS2,primary cells,Mouse (Mus musculus),,,,bone marrow,,mesenchymal stem cell,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11735-123E7,Total RNA
11736-123E8,FF:11736-123E8,"Mouse Microglia, donor2",RNAMG2,primary cells,Mouse (Mus musculus),,,,brain,,microglial cell,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11736-123E8,Total RNA
11738-123F1,FF:11738-123F1,"Mouse Neurons - dorsal spinal cord, donor2",RNADOR2,primary cells,Mouse (Mus musculus),,,,spinal cord,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11738-123F1,Total RNA
11739-123F2,FF:11739-123F2,"Mouse Neurons - hippocampal, donor2",RNAMNh2,primary cells,Mouse (Mus musculus),,,,hippocampus,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11739-123F2,Total RNA
11740-123F3,FF:11740-123F3,"Mouse Neurons - raphe, donor2",RNARAP3,primary cells,Mouse (Mus musculus),,,,raphe nuclei,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11740-123F3,Total RNA
11741-123F4,FF:11741-123F4,"Mouse Neurons - striatal, donor2",RNAMNS1,primary cells,Mouse (Mus musculus),,,,corpus striatum,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11741-123F4,Total RNA
11742-123F5,FF:11742-123F5,"Mouse Neurons - cortical, donor2",RNAMNC3,primary cells,Mouse (Mus musculus),,,,cortex,N/A,neuron,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11742-123F5,Total RNA
11743-123F6,FF:11743-123F6,"Mouse Neurons - ventral spinal cord, donor2",RNASPI2,primary cells,Mouse (Mus musculus),,,,spinal cord,,neuron,,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11743-123F6,Total RNA
11746-123F9,FF:11746-123F9,"Schwann, donor2",4232,primary cells,Mouse (Mus musculus),,,,peripheral nervous system,N/A,schwann cell,N/A,FANTOM5 OSC CORE (contact: Al Forrest),Sciencell/3H,OP-RNA-extraction-totalRNA-TRIzol-ethanol-v1.0,11746-123F9,Total RNA
11770-123I6,FF:11770-123I6,"Mouse Neurons - substantia nigra, donor6",RNASUB2,primary cells,Mouse (Mus musculus),,,,substantia nigra,,,,,Sciencell/3H,,11770-123I6,Total RNA
11774-124A1,FF:11774-124A1,"CD41+ megakaryocyte cancer, donor1",3LL-1,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11774-124A1,Total RNA
11775-124A2,FF:11775-124A2,"CD41+ megakaryocyte control, donor1",PBS-1,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11775-124A2,Total RNA
11776-124A3,FF:11776-124A3,"CD41+ megakaryocyte cancer, donor2",3LL-2,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11776-124A3,Total RNA
11777-124A4,FF:11777-124A4,"CD41+ megakaryocyte control, donor2",PBS-2,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11777-124A4,Total RNA
11778-124A5,FF:11778-124A5,"CD41+ megakaryocyte cancer, donor3",3LL-4,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11778-124A5,Total RNA
11779-124A6,FF:11779-124A6,"CD41+ megakaryocyte control, donor3",PBS-4,primary cells,Mouse (Mus musculus),,,,bone marrow,,megakaryocyte,,Hozumi Motohashi (Tohoku University Graduate School of Medicine),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11779-124A6,Total RNA
11804-124D4,FF:11804-124D4,"neurospheres - sympathetic neuron derived, biol_rep1",sym1,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11804-124D4,Total RNA
11805-124D5,FF:11805-124D5,"neurospheres - sympathetic neuron derived, biol_rep2",sym2,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11805-124D5,Total RNA
11806-124D6,FF:11806-124D6,"neurospheres - sympathetic neuron derived, biol_rep3",sym3,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11806-124D6,Total RNA
11807-124D7,FF:11807-124D7,"neurospheres - parasympathetic neuron derived, biol_rep1",para1,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11807-124D7,Total RNA
11808-124D8,FF:11808-124D8,"neurospheres - parasympathetic neuron derived, biol_rep2",para2,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11808-124D8,Total RNA
11809-124D9,FF:11809-124D9,"neurospheres - parasympathetic neuron derived, biol_rep3",para3,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11809-124D9,Total RNA
11810-124E1,FF:11810-124E1,"neurospheres - enteric neuron derived, biol_rep1",EN1,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11810-124E1,Total RNA
11811-124E2,FF:11811-124E2,"neurospheres - enteric neuron derived, biol_rep2",EN2,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11811-124E2,Total RNA
11812-124E3,FF:11812-124E3,"neurospheres - enteric neuron derived, biol_rep3",EN3,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Hideki Enomoto (RIKEN CDB),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11812-124E3,Total RNA
11813-124E4,FF:11813-124E4,"CD4+CD25-CD44- naive conventional T cells, pool1 (C57BL_6J)",B6nT,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11813-124E4,Total RNA
11814-124E5,FF:11814-124E5,"CD4+CD25+ regulatory T cells, pool1 (C57BL_6J)",B6Treg,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11814-124E5,Total RNA
11815-124E6,FF:11815-124E6,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool1 (C57BL_6J)",B6Ts3/28-6,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11815-124E6,Total RNA
11816-124E7,FF:11816-124E7,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL_6J)",B6TsPI-2,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11816-124E7,Total RNA
11817-124E8,FF:11817-124E8,"CD4+CD25-CD44- naive conventional T cells, pool2 (Balb_cAJcl)",BLnT,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11817-124E8,Total RNA
11818-124E9,FF:11818-124E9,"CD4+CD25+ regulatory T cells, pool2 (Balb_cAJcl)",BLTreg,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11818-124E9,Total RNA
11819-124F1,FF:11819-124F1,"CD4+CD25-CD44- naive conventional T cells, antiCD3_CD28 stimulation, 06hr, pool2 (Balb_cAJcl)",BLTs3/28-6,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11819-124F1,Total RNA
11820-124F2,FF:11820-124F2,"CD4+CD25-CD44- naive conventional T cells, PMA and ionomycin stimulation, 02hr, pool2 (Balb_cAJcl)",BLTsPI-2,primary cells,Mouse (Mus musculus),,,,blood,,T cell,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11820-124F2,Total RNA
11821-124F3,FF:11821-124F3,"Mouse hepatocyte, donor5",,primary cells,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,liver,,hepatocyte,,UNDEFINED_COLLABORATION,,,11821-124F3,Total RNA
11822-124F4,FF:11822-124F4,"Mouse hepatocyte, donor6",,primary cells,Mouse (Mus musculus),male,,,liver,,hepatocyte,,Soichi Kojima (RIKEN ASI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11822-124F4,Total RNA
11823-124F5,FF:11823-124F5,"Mouse hepatocyte, donor7",,primary cells,Mouse (Mus musculus),male,,UNDEFINED_DEV_STAGE,liver,,hepatocyte,,"Soichi Kojima, RIKEN ASI",,,11823-124F5,Total RNA
11824-124F6,FF:11824-124F6,"Mouse hepatocyte, donor8",,primary cells,Mouse (Mus musculus),male,,,liver,,hepatocyte,,Soichi Kojima (RIKEN ASI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11824-124F6,Total RNA
11825-124F7,FF:11825-124F7,"Mouse hepatic Stellate Cells (lipocyte), donor1",,primary cells,Mouse (Mus musculus),male,,,liver,,"adipocyte, lipocyte of liver",,Soichi Kojima (RIKEN ASI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11825-124F7,Total RNA
11830-124G3,FF:11830-124G3,"Mouse hepatic Sinusoidal Endothelial Cells, donor1",,primary cells,Mouse (Mus musculus),male,,,liver,,hepatic sinusoidal endothelial cell,,Soichi Kojima (RIKEN ASI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11830-124G3,Total RNA
11845-124H9,FF:11845-124H9,"GP2+ M cell, pool1",M cell_a,primary cells,Mouse (Mus musculus),male,,adult,ileum,,M cell,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11845-124H9,Total RNA
11846-124I1,FF:11846-124I1,"GP2+ M cell, pool2",M cell_b,primary cells,Mouse (Mus musculus),male,,adult,ileum,,M cell,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11846-124I1,Total RNA
11847-124I2,FF:11847-124I2,"GP2+ M cell, pool3",M cell_c,primary cells,Mouse (Mus musculus),male,,adult,ileum,,M cell,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11847-124I2,Total RNA
11848-124I3,FF:11848-124I3,"CD326+ enterocyte, pool1",Cont_Ep+_a,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11848-124I3,Total RNA
11849-124I4,FF:11849-124I4,"CD326+ enterocyte, pool2",Cont_Ep+_b,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11849-124I4,Total RNA
11850-124I5,FF:11850-124I5,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool1",RANKL_Ep+_a,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11850-124I5,Total RNA
11851-124I6,FF:11851-124I6,"CD326+ enterocyte isolated from mice, treated with RANKL, day03, pool2",RANKL_Ep+_b,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11851-124I6,Total RNA
11852-124I7,FF:11852-124I7,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool1",RANKL_Ephigh_a,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11852-124I7,Total RNA
11853-124I8,FF:11853-124I8,"CD326++ enterocyte isolated from mice, treated with RANKL, day03, pool2",RANKL_Ephigh_b,primary cells,Mouse (Mus musculus),male,,adult,ileum,,enterocyte,,Shinji Fukuda (RCAI),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11853-124I8,Total RNA
11854-124I9,FF:11854-124I9,"Mouse CD4+ T Cells, donor1",,primary cells,Mouse (Mus musculus),,,,spleen,,"t cell, CD4+",,Kawamoto (RCAI),,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11854-124I9,Total RNA
11855-125A1,FF:11855-125A1,"Mouse CD8+ T Cells, donor1",,primary cells,Mouse (Mus musculus),,,,spleen,,"t cell, CD8+",,Kawamoto (RCAI),,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11855-125A1,Total RNA
11856-125A2,FF:11856-125A2,"Mouse CD19+ B Cells, donor1",,primary cells,Mouse (Mus musculus),,,,spleen,,"b cell, CD19+",,Kawamoto (RCAI),,OP-RNA-extraction-totalRNA-TRIzol-isopropanol-v1.0,11856-125A2,Total RNA
11943-126A8,FF:11943-126A8,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (BalbcA)",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11943-126A8,Total RNA
11944-126A9,FF:11944-126A9,"CD4+CD25+ regulatory T cells, antiCD3 CD28 stimulation, 06hr, pool1 (C57BL 6J)",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11944-126A9,Total RNA
11945-126B1,FF:11945-126B1,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (C57BL 6J)",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11945-126B1,Total RNA
11946-126B2,FF:11946-126B2,"CD4+CD25+ regulatory T cells, PMA and ionomycin stimulation, 02hr, pool1 (BalbcA)",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Morikawa (University of Kyoto),,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11946-126B2,Total RNA
11947-126B3,FF:11947-126B3,"Mesoderm, embryo E8.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11947-126B3,Total RNA
11948-126B4,FF:11948-126B4,"Pre-hematopoietic stem cell, aorta-gonad-mesonephros (AGM) region derived, embryo E9.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11948-126B4,Total RNA
11949-126B5,FF:11949-126B5,"hematopoietic stem cell, aorta-gonad-mesonephros (AGM) region derived, embryo E10.5",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11949-126B5,Total RNA
11950-126B6,FF:11950-126B6,"hematopoietic stem cell, placenta derived, embryo E10.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11950-126B6,Total RNA
11951-126B7,FF:11951-126B7,"hematopoietic stem cell,aorta-gonad-mesonephros (AGM) region derived, embryo E11.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11951-126B7,Total RNA
11952-126B8,FF:11952-126B8,"hematopoietic stem cell, placenta derived, embryo E11.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11952-126B8,Total RNA
11953-126B9,FF:11953-126B9,"hematopoietic stem cell, fetal liver derived, embryo E12.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11953-126B9,Total RNA
11954-126C1,FF:11954-126C1,"hematopoietic stem cell, fetal liver derived, embryo E14.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11954-126C1,Total RNA
11955-126C2,FF:11955-126C2,"hematopoietic stem cell, fetal liver derived, embryo E19.5",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11955-126C2,Total RNA
11956-126C3,FF:11956-126C3,"hematopoietic stem cell, bone marrow derived, embryo E19.5",,primary cells,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11956-126C3,Total RNA
11957-126C4,FF:11957-126C4,"hematopoietic stem cell, bone marrow derived, newborn 2-3months",,time courses,Mouse (Mus musculus),,,,ANATOMICAL SYSTEM,,,,Daisuke Sugiyama,,OP-RNA-extraction-totalRNA-miRNeasy_Mini-v1.0,11957-126C4,Total RNA
